DateTime	open	high	low	OptionPrice	OptionVolume	OptionOI	Underlying	StrikePrice	OptionType	TradingSymbol	SpotPrice	OptionLabel	Expiry	Date	ChangeInOI	ChangeInVolume	ChangeInPrice	IV	PremiumDecay	NT	COI_NT	TradedValue	OI_Volume_Ratio	WinningProbability	CloseProbability	HighestWinningCE	HighestWinningPE	HighestCloseCE	HighestClosePE	Z_ChangeInOI	Z_PremiumDecay	Z_ChangeInVolume	Z_IV	Z_COI_NT	Z_TradedValue	ROC_PremiumDecay	ROC_COI_NT	ROC_IV	VWAP	MoneyFlow	CumulativeMoneyFlow	CE1 MF	PE1 MF	CE2 MF	PE2 MF	CE3 MF	PE3 MF	CE1 COI_NT	PE1 COI_NT	CE2 COI_NT	PE2 COI_NT	CE3 COI_NT	PE3 COI_NT	CE1 OI	PE1 OI	CE2 OI	PE2 OI	CE3 OI	PE3 OI	CE1 COI	PE1 COI	CE2 COI	PE2 COI	CE3 COI	PE3 COI	Support	Resistance	NeutralPoint	Signal	SignalStrength	Reason	DateTime_str
06-08-2025 09:15	179.95	193.55	168.95	183.9	295800	1609950	NIFTY	24500	CE	NIFTY2580724500CE	24651.85	ITM3 CE	07-08-2025	06-08-2025	-46650	-102600	-8.05	0.16624072	0.001300105	164.3333333	-283.8742394	-18868140	34.10087719	0.763725177	0.236274823	24100	25300	25550	23750	8.734534003	7.112344701	8.579416801	7.880230738	9.533429722	6.085137029	0	0	0	24651.85	-8578935	88588563.75	24600	24600	24700	24500	24650	24550	24950	25200	24900	23750	24400	25050	25000	24600	24700	24000	24800	24500	24900	24650	24950	24550	25300	24150	24508.33333	24820.83333	24664.58333		0		06-08-2025 09:15
06-08-2025 09:15	39.65	40	30.9	32.95	1671375	8753325	NIFTY	24500	PE	NIFTY2580724500PE	24651.85	OTM3 PE	07-08-2025	06-08-2025	47550	-83475	-1.55	0.175129321	0.007496395	928.5416667	51.20933363	-2750501.25	-42.72237197	0.247801453	0.752198547	24100	25300	25550	23750	12.29683562	8.91005031	8.07512748	8.81052632	11.04394817	8.738461922	0	0	0	24651.85	1566772.5	64062135	24600	24600	24700	24500	24650	24550	24950	25200	24900	23750	24400	25050	25000	24600	24700	24000	24800	24500	24900	24650	24950	24550	25300	24150	24508.33333	24820.83333	24664.58333		0		06-08-2025 09:15
06-08-2025 09:15	135.05	155.55	135.05	146.35	328650	1045275	NIFTY	24550	CE	NIFTY2580724550CE	24651.85	ITM2 CE	07-08-2025	06-08-2025	-50100	61425	-8.1	0.163434577	0.001805138	182.5833333	-274.3952533	8989548.75	-61.17216117	0.688815955	0.311184045	24100	25300	25550	23750	8.702938897	7.250718539	9.980328511	7.657182143	9.55624894	11.52138399	0	0	0	24651.85	-7332135	88421711.25	24600	24600	24700	24500	24650	24550	24950	25200	24900	23750	24400	25050	25000	24600	24700	24000	24800	24500	24900	24650	24950	24550	25300	24150	24508.33333	24820.83333	24664.58333		0		06-08-2025 09:15
06-08-2025 09:15	53.55	54.6	42.4	45.5	1045350	3490125	NIFTY	24550	PE	NIFTY2580724550PE	24651.85	OTM2 PE	07-08-2025	06-08-2025	108675	-7350	-1	0.171480925	0.005977239	580.75	187.1287129	-334425	-1108.928571	0.319543265	0.680456735	24100	25300	25550	23750	13.9429327	8.497584822	9.253791195	8.580154758	11.14965585	9.476287925	0	0	0	24651.85	4944712.5	50318321.25	24600	24600	24700	24500	24650	24550	24950	25200	24900	23750	24400	25050	25000	24600	24700	24000	24800	24500	24900	24650	24950	24550	25300	24150	24508.33333	24820.83333	24664.58333		0		06-08-2025 09:15
06-08-2025 09:15	102	120.7	102	111.8	1580100	6866550	NIFTY	24600	CE	NIFTY2580724600CE	24651.85	ITM1 CE	07-08-2025	06-08-2025	-53400	256200	-8.4	0.158817472	0.002431866	877.8333333	-60.83159294	28643160	-15.6323185	0.603458273	0.396541727	24100	25300	25550	23750	8.67271749	7.42243547	11.64387113	7.29018773	10.07037098	15.35665854	0	0	0	24651.85	-5970120	546560673.8	24600	24600	24700	24500	24650	24550	24950	25200	24900	23750	24400	25050	25000	24600	24700	24000	24800	24500	24900	24650	24950	24550	25300	24150	24508.33333	24820.83333	24664.58333		0		06-08-2025 09:15
